,Age,Sex,Race,marital_status,Education,Employement,Incomes,how_many_books_12m,printed_books_12m,audiobooks_12m,ebooks_12m,how_did_you_get,news_or_newspapers,magazines_or_journals,printed,audiobooks,ebooks
2153,51,Female,Black or African-American,Married,College graduate,Employed full-time,6. 75-99.9,2,Yes,Yes,No,Purchased the book,Yes,Yes,1,1,0
2154,51,Female,Black or African-American,Widowed,"Some college, no 4-year degree",Employed full-time,5. 50-74.9,2,Yes,Yes,No,Purchased the book,Yes,No,1,1,0
2155,50,Male,Black or African-American,Never been married,"Some college, no 4-year degree",Employed part-time,1. <10m,2,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0
2156,50,Female,Black or African-American,Married,Post-graduate training/professional school after college,Employed full-time,6. 75-99.9,2,Yes,No,Yes,Got the book some other way,Yes,Yes,1,0,1
2157,50,Male,Black or African-American,Married,High school graduate,Employed full-time,5. 50-74.9,2,Yes,No,No,Got the book some other way,Yes,No,1,0,0
2158,47,Male,Black or African-American,Married,College graduate,Employed full-time,6. 75-99.9,2,Yes,No,No,Purchased the book,Yes,No,1,0,0
2159,47,Male,Black or African-American,Married,High school graduate,Not employed for pay,2. 10-19.9,2,Yes,No,No,Purchased the book,No,No,1,0,0
2160,40,Female,Black or African-American,Never been married,"Some college, no 4-year degree",Employed full-time,5. 50-74.9,2,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
2161,40,Male,Black or African-American,Never been married,High school graduate,Employed part-time,1. <10m,2,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0
2162,38,Male,Black or African-American,Married,High school graduate,Employed full-time,3. 20-29.9,2,Yes,No,No,Purchased the book,Yes,No,1,0,0
2163,36,Male,Black or African-American,Married,College graduate,Not employed for pay,2. 10-19.9,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0
2164,32,Female,Black or African-American,Living with a partner,"Some college, no 4-year degree",Employed part-time,3. 20-29.9,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
2165,32,Female,Black or African-American,Divorced,High school incomplete,Employed part-time,1. <10m,2,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0
2166,31,Male,Black or African-American,Living with a partner,"Some college, no 4-year degree",Employed full-time,5. 50-74.9,2,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0
2167,24,Male,Black or African-American,Never been married,"Some college, no 4-year degree",Employed part-time,3. 20-29.9,2,Yes,Yes,No,Purchased the book,No,No,1,1,0
2168,24,Male,Black or African-American,Married,"Some college, no 4-year degree",Employed part-time,7. 100-149.9,2,Yes,Yes,Yes,Purchased the book,Yes,No,1,1,1
2169,18,Male,Black or African-American,Never been married,High school graduate,Employed part-time,6. 75-99.9,2,Yes,No,No,Borrowed the book from a library,No,No,1,0,0
2170,17,Male,Black or African-American,Never been married,High school incomplete,Not employed for pay,Refused,2,Yes,No,No,Borrowed the book from a library,No,Yes,1,0,0
2171,16,Female,Black or African-American,Never been married,High school incomplete,Employed part-time,5. 40m-49.9m,2,Yes,No,No,Purchased the book,No,Yes,1,0,0
2172,88,Female,White,Widowed,High school graduate,Retired,2. 10-19.9,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
2173,86,Female,White,Widowed,College graduate,Retired,Refused,2,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
2174,83,Male,White,Married,College graduate,Retired,Refused,2,Yes,No,No,no_valid_response,No,No,1,0,0
2175,82,Female,White,Divorced,High school incomplete,Retired,Refused,2,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0
2176,82,Male,White,Married,High school incomplete,Retired,Refused,2,Yes,No,No,Got the book some other way,No,Yes,1,0,0
2177,80,Male,White,Married,College graduate,Retired,Refused,2,Yes,No,Yes,Got the book some other way,Yes,Yes,1,0,1
2178,80,Male,White,Widowed,High school graduate,Retired,4. 30m-39.9m,2,No,No,No,Got the book some other way,Yes,No,0,0,0
2179,77,Male,White,Divorced,College graduate,Retired,Refused,2,Yes,No,No,Borrowed the book from a library,Yes,No,1,0,0
2180,74,Female,White,Widowed,High school graduate,Retired,3. 20-29.9,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0
2181,73,Male,White,Married,Post-graduate training/professional school after college,Retired,7. 100-149.9,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
2182,73,Female,White,Married,"Some college, no 4-year degree",Retired,Refused,2,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
2183,71,Male,White,Widowed,High school graduate,Retired,4. 30m-39.9m,2,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
2184,71,Female,White,Married,College graduate,Have own business/self-employed,6. 75-99.9,2,Yes,No,No,Purchased the book,No,Yes,1,0,0
2185,71,Female,White,Never been married,College graduate,Retired,5. 50-74.9,2,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0
2186,70,Female,White,Married,High school graduate,Employed part-time,4. 30m-39.9m,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
2187,70,Male,White,Married,"Some college, no 4-year degree",Retired,5. 50-74.9,2,Yes,No,No,Purchased the book,Yes,No,1,0,0
2188,69,Female,White,Married,High school graduate,Retired,3. 20-29.9,2,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
2189,69,Male,White,Widowed,High school graduate,Disabled,2. 10-19.9,2,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0
2190,67,Male,White,Married,"Some college, no 4-year degree",Employed full-time,5. 40m-49.9m,2,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0
2191,67,Male,White,Never been married,"Some college, no 4-year degree",Disabled,2. 10-19.9,2,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0
2192,66,Female,White,Divorced,"Some college, no 4-year degree",Retired,4. 30m-39.9m,2,Yes,No,No,Purchased the book,No,Yes,1,0,0
2193,66,Male,White,Married,"Some college, no 4-year degree",Retired,4. 30m-39.9m,2,Yes,No,No,Purchased the book,Yes,No,1,0,0
2194,65,Female,White,Divorced,"Some college, no 4-year degree",Disabled,7. 100-149.9,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0
2195,65,Female,White,Married,High school graduate,Retired,5. 40m-49.9m,2,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0
2196,65,Female,White,Married,High school graduate,Retired,3. 20-29.9,2,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0
2197,64,Male,White,Divorced,College graduate,Employed full-time,7. 100-149.9,2,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0
2198,64,Male,White,Married,Post-graduate training/professional school after college,Employed part-time,Refused,2,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0
2199,64,Male,White,Divorced,College graduate,Disabled,2. 10-19.9,2,Yes,No,No,Purchased the book,No,No,1,0,0
2200,62,Female,White,Widowed,High school graduate,Not employed for pay,2. 10-19.9,2,No,No,No,Borrowed the book from a friend or family member,Yes,No,0,0,0
2201,62,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,2,Yes,No,Yes,Purchased the book,Yes,No,1,0,1
2202,61,Female,White,Married,"Some college, no 4-year degree",Not employed for pay,4. 30m-39.9m,2,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0
2203,61,Male,White,Married,College graduate,Retired,7. 100-149.9,2,Yes,No,No,Purchased the book,Yes,No,1,0,0
2204,61,Female,White,Widowed,"Some college, no 4-year degree",Employed full-time,5. 40m-49.9m,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
2205,61,Female,White,Married,High school graduate,Retired,5. 50-74.9,2,Yes,No,No,Borrowed the book from a library,Yes,No,1,0,0
2206,61,Female,White,Married,High school graduate,Not employed for pay,5. 50-74.9,2,Yes,Yes,Yes,Purchased the book,Yes,No,1,1,1
2207,60,Male,White,Married,College graduate,Employed full-time,7. 100-149.9,2,Yes,No,No,Got the book some other way,No,Yes,1,0,0
2208,60,Male,White,Married,"Some college, no 4-year degree",Retired,7. 100-149.9,2,Yes,Yes,No,Borrowed the book from a friend or family member,Yes,Yes,1,1,0
2209,60,Male,White,Married,"Some college, no 4-year degree",Employed full-time,7. 100-149.9,2,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0
2210,60,Male,White,Married,"Technical, trade or vocational school AFTER high school",Employed full-time,6. 75-99.9,2,No,No,No,Borrowed the book from a friend or family member,Yes,Yes,0,0,0
2211,59,Female,White,Living with a partner,"Some college, no 4-year degree",Not employed for pay,1. <10m,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0
2212,58,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,2,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
2213,58,Female,White,Married,High school incomplete,Not employed for pay,4. 30m-39.9m,2,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0
2214,57,Female,White,Divorced,High school graduate,Employed full-time,7. 100-149.9,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
2215,56,Female,White,Divorced,High school graduate,Employed full-time,2. 10-19.9,2,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0
2216,56,Male,White,Married,"Some college, no 4-year degree",Employed full-time,5. 50-74.9,2,Yes,No,No,Purchased the book,Yes,No,1,0,0
2217,56,Male,White,Married,"Some college, no 4-year degree",Have own business/self-employed,4. 30m-39.9m,2,Yes,No,No,no_valid_response,Yes,No,1,0,0
2218,55,Female,White,Divorced,College graduate,Retired,4. 30m-39.9m,2,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
2219,55,Male,White,Married,"Some college, no 4-year degree",Employed full-time,Refused,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0
2220,55,Female,White,Married,High school incomplete,Employed full-time,5. 40m-49.9m,2,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
2221,54,Male,White,Never been married,High school graduate,Not employed for pay,1. <10m,2,Yes,No,No,no_valid_response,No,No,1,0,0
2222,54,Male,White,Married,High school graduate,Employed full-time,Refused,2,Yes,No,No,Got the book some other way,No,No,1,0,0
2223,54,Female,White,Married,High school graduate,Employed part-time,4. 30m-39.9m,2,Yes,No,No,Got the book some other way,No,Yes,1,0,0
2224,53,Male,White,Married,"Some college, no 4-year degree",Employed full-time,5. 50-74.9,2,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0
2225,52,Female,White,Never been married,Post-graduate training/professional school after college,Employed full-time,4. 30m-39.9m,2,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
2226,52,Female,White,Widowed,"Some college, no 4-year degree",Employed full-time,4. 30m-39.9m,2,No,No,Yes,Got the book some other way,Yes,No,0,0,1
2227,52,Male,White,Married,High school graduate,Employed full-time,5. 50-74.9,2,Yes,No,No,Got the book some other way,Yes,No,1,0,0
2228,52,Female,White,Married,High school graduate,Employed full-time,5. 40m-49.9m,2,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
2229,51,Female,White,Married,Post-graduate training/professional school after college,Employed part-time,7. 100-149.9,2,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0
2230,51,Male,White,Divorced,"Some college, no 4-year degree",Employed full-time,5. 50-74.9,2,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0
2231,51,Male,White,Divorced,Post-graduate training/professional school after college,Employed full-time,6. 75-99.9,2,Yes,No,No,Got the book some other way,No,No,1,0,0
2232,51,Male,White,Divorced,High school graduate,Retired,5. 50-74.9,2,Yes,No,No,Purchased the book,No,Yes,1,0,0
2233,50,Female,White,Divorced,None,Retired,1. <10m,2,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
2234,48,Female,White,Never been married,"Some college, no 4-year degree",Employed full-time,4. 30m-39.9m,2,Yes,No,No,no_valid_response,Yes,No,1,0,0
2235,47,Male,White,Married,"Some college, no 4-year degree",Employed full-time,6. 75-99.9,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0
2236,47,Male,White,Married,College graduate,Employed full-time,7. 100-149.9,2,Yes,No,No,Purchased the book,No,Yes,1,0,0
2237,47,Male,White,Married,None,Have own business/self-employed,4. 30m-39.9m,2,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
2238,46,Female,White,Married,College graduate,Employed part-time,7. 100-149.9,2,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
2239,45,Female,White,Separated,College graduate,Employed full-time,4. 30m-39.9m,2,Yes,No,No,Purchased the book,No,No,1,0,0
2240,45,Female,White,Living with a partner,High school graduate,Employed full-time,5. 40m-49.9m,2,Yes,Yes,No,Purchased the book,Yes,Yes,1,1,0
2241,44,Female,White,Married,College graduate,Employed full-time,6. 75-99.9,2,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0
2242,44,Female,White,Divorced,High school incomplete,Employed full-time,3. 20-29.9,2,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0
2243,44,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,6. 75-99.9,2,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
2244,43,Female,White,Divorced,"Some college, no 4-year degree",Employed part-time,4. 30m-39.9m,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0
2245,43,Male,White,Married,"Some college, no 4-year degree",Employed full-time,4. 30m-39.9m,2,Yes,No,No,Purchased the book,No,No,1,0,0
2246,42,Female,White,Married,Post-graduate training/professional school after college,Employed part-time,Refused,2,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
2247,42,Male,White,Never been married,High school graduate,Employed full-time,3. 20-29.9,2,No,No,No,no_valid_response,Yes,No,0,0,0
2248,42,Male,White,Living with a partner,"Some college, no 4-year degree",Employed full-time,3. 20-29.9,2,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0
2249,39,Female,White,Married,Post-graduate training/professional school after college,Employed part-time,7. 100-149.9,2,Yes,No,No,Borrowed the book from a library,No,No,1,0,0
2250,39,Female,White,Living with a partner,"Some college, no 4-year degree",Employed full-time,7. 100-149.9,2,Yes,No,No,Got the book some other way,Yes,No,1,0,0
2251,39,Female,White,Married,"Some college, no 4-year degree",Employed full-time,7. 100-149.9,2,Yes,No,No,Purchased the book,No,Yes,1,0,0
2252,39,Male,White,Married,College graduate,Employed full-time,5. 40m-49.9m,2,Yes,No,No,Borrowed the book from a library,Yes,No,1,0,0
2253,39,Male,White,Married,"Some college, no 4-year degree",Employed full-time,7. 100-149.9,2,Yes,No,No,Purchased the book,No,No,1,0,0
2254,37,Male,White,Never been married,"Some college, no 4-year degree",Employed part-time,5. 50-74.9,2,Yes,No,Yes,Purchased the book,Yes,No,1,0,1
2255,36,Male,White,Married,High school graduate,Disabled,Refused,2,Yes,No,No,Purchased the book,No,No,1,0,0
2256,35,Female,White,Married,College graduate,Employed full-time,7. 100-149.9,2,Yes,No,No,Purchased the book,Yes,No,1,0,0
2257,35,Female,White,Separated,High school incomplete,Not employed for pay,1. <10m,2,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0
2258,34,Female,White,Married,College graduate,Employed full-time,Refused,2,Yes,Yes,Yes,Borrowed the book from a friend or family member,No,No,1,1,1
2259,34,Female,White,Never been married,High school graduate,Employed full-time,2. 10-19.9,2,Yes,No,No,Purchased the book,No,Yes,1,0,0
2260,33,Female,White,Married,High school incomplete,Employed full-time,7. 100-149.9,2,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0
2261,32,Female,White,Married,High school graduate,Employed part-time,5. 40m-49.9m,2,Yes,No,No,Purchased the book,No,No,1,0,0
2262,32,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,2,Yes,No,No,Purchased the book,No,No,1,0,0
2263,32,Male,White,Married,"Some college, no 4-year degree",Employed full-time,5. 50-74.9,2,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0
2264,31,Female,White,Married,College graduate,Not employed for pay,5. 50-74.9,2,Yes,Yes,Yes,Got the book some other way,No,Yes,1,1,1
2265,31,Female,White,Married,High school graduate,Employed full-time,7. 100-149.9,2,Yes,No,No,Purchased the book,No,No,1,0,0
2266,30,Male,White,Married,College graduate,Employed full-time,5. 50-74.9,2,Yes,No,Yes,Borrowed the book from a library,Yes,No,1,0,1
2267,29,Male,White,Never been married,College graduate,Employed full-time,Refused,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
2268,28,Male,White,Never been married,College graduate,Employed full-time,5. 50-74.9,2,No,Yes,No,Got the book some other way,Yes,No,0,1,0
2269,28,Male,White,Living with a partner,High school graduate,Employed full-time,5. 40m-49.9m,2,Yes,No,No,Purchased the book,Don’t know,No,1,0,0
2270,28,Male,White,Married,College graduate,Employed full-time,6. 75-99.9,2,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes,1,0,1
2271,27,Female,White,Living with a partner,Post-graduate training/professional school after college,Employed full-time,1. <10m,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0
2272,27,Male,White,Married,College graduate,Employed full-time,5. 50-74.9,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0
2273,27,Female,White,Married,"Some college, no 4-year degree",Not employed for pay,4. 30m-39.9m,2,Yes,No,No,Got the book some other way,No,No,1,0,0
2274,26,Male,White,Never been married,Post-graduate training/professional school after college,Student,1. <10m,2,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0
2275,26,Female,White,Married,Post-graduate training/professional school after college,Have own business/self-employed,7. 100-149.9,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
2276,26,Male,White,Married,High school graduate,Employed full-time,5. 50-74.9,2,Yes,No,Yes,Purchased the book,Yes,No,1,0,1
2277,26,Female,White,Married,"Some college, no 4-year degree",Employed full-time,7. 100-149.9,2,No,No,Yes,Purchased the book,No,No,0,0,1
2278,25,Male,White,Living with a partner,College graduate,Not employed for pay,5. 50-74.9,2,Yes,No,No,Purchased the book,No,Yes,1,0,0
2279,25,Female,White,Married,College graduate,Employed full-time,6. 75-99.9,2,Yes,No,No,Purchased the book,No,Yes,1,0,0
2280,25,Male,White,Never been married,None,Employed full-time,3. 20-29.9,2,Yes,No,No,Purchased the book,No,No,1,0,0
2281,25,Male,White,Never been married,"Some college, no 4-year degree",Employed full-time,3. 20-29.9,2,Yes,No,No,Purchased the book,No,Yes,1,0,0
2282,23,Male,White,Never been married,Post-graduate training/professional school after college,Employed full-time,3. 20-29.9,2,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
2283,22,Female,White,Never been married,"Some college, no 4-year degree",Employed full-time,2. 10-19.9,2,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0
2284,22,Male,White,Married,"Some college, no 4-year degree",Employed full-time,6. 75-99.9,2,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0
2285,21,Female,White,Living with a partner,"Some college, no 4-year degree",Employed full-time,3. 20-29.9,2,Yes,No,No,Got the book some other way,Yes,No,1,0,0
2286,20,Male,White,Never been married,"Some college, no 4-year degree",Employed part-time,7. 100-149.9,2,No,No,No,Purchased the book,Yes,Yes,0,0,0
2287,19,Female,White,Never been married,"Some college, no 4-year degree",Employed part-time,6. 75-99.9,2,No,No,No,Got the book some other way,Yes,No,0,0,0
2288,18,Male,White,Living with a partner,High school graduate,Employed full-time,4. 30m-39.9m,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0
2289,18,Male,White,Never been married,High school graduate,Employed part-time,1. <10m,2,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0
2290,17,Male,White,Never been married,High school incomplete,Not employed for pay,4. 30m-39.9m,2,Yes,No,No,Got the book some other way,Yes,No,1,0,0
2291,17,Male,White,Never been married,High school incomplete,Employed part-time,7. 100-149.9,2,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0
2292,17,Female,White,Never been married,High school incomplete,Not employed for pay,7. 100-149.9,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0
2293,70,Male,Refused,Married,"Some college, no 4-year degree",Retired,5. 50-74.9,1,Yes,No,No,Purchased the book,Yes,No,1,0,0
2294,31,Female,Don’t know,Divorced,High school graduate,Not employed for pay,3. 20-29.9,1,Yes,No,No,Got the book some other way,No,Yes,1,0,0
2295,53,Male,Native American/American Indian,Married,High school graduate,Employed full-time,3. 20-29.9,1,No,No,No,Borrowed the book from a friend or family member,No,Yes,0,0,0
2296,41,Male,Native American/American Indian,Married,High school graduate,Employed full-time,4. 30m-39.9m,1,Don’t know,No,No,Purchased the book,Yes,No,0,0,0
2297,66,Female,Mixed race,Don’t know,"Some college, no 4-year degree",Retired,Refused,1,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
2298,65,Female,Mixed race,Divorced,College graduate,Not employed for pay,1. <10m,1,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0
2299,62,Male,Mixed race,Married,"Some college, no 4-year degree",Employed full-time,6. 75-99.9,1,Yes,No,No,Purchased the book,No,No,1,0,0
2300,48,Male,Mixed race,Married,"Technical, trade or vocational school AFTER high school",Not employed for pay,1. <10m,1,Yes,No,No,Borrowed the book from a library,No,No,1,0,0
2301,45,Female,Mixed race,Divorced,"Some college, no 4-year degree",Employed full-time,Refused,1,Yes,No,No,Purchased the book,Yes,No,1,0,0
2302,41,Male,Mixed race,Living with a partner,College graduate,Not employed for pay,1. <10m,1,No,Yes,Don’t know,Borrowed the book from a library,Yes,Yes,0,1,0
2303,39,Female,Mixed race,Separated,High school incomplete,Not employed for pay,3. 20-29.9,1,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0
2304,30,Male,Mixed race,Never been married,"Technical, trade or vocational school AFTER high school",Employed full-time,3. 20-29.9,1,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0
2305,18,Male,Mixed race,Never been married,None,Not employed for pay,1. <10m,1,No,No,No,Borrowed the book from a friend or family member,No,Yes,0,0,0
2306,49,Male,Asian or Pacific Islander,Married,High school graduate,Have own business/self-employed,5. 50-74.9,1,Yes,No,No,Got the book some other way,Yes,No,1,0,0
2307,31,Male,Asian or Pacific Islander,Married,Post-graduate training/professional school after college,Employed full-time,Refused,1,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0
2308,25,Male,Asian or Pacific Islander,Married,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,1,Yes,No,No,Purchased the book,Yes,No,1,0,0
2309,78,Female,Black or African-American,Married,High school incomplete,Retired,2. 10-19.9,1,Yes,No,No,Purchased the book,Yes,No,1,0,0
2310,75,Female,Black or African-American,Divorced,Post-graduate training/professional school after college,Retired,1. <10m,1,Yes,No,No,Borrowed the book from a library,No,No,1,0,0
2311,65,Female,Black or African-American,Married,High school graduate,Disabled,7. 100-149.9,1,Yes,No,No,no_valid_response,Yes,No,1,0,0
2312,62,Male,Black or African-American,Divorced,None,Disabled,7. 100-149.9,1,No,No,No,Borrowed the book from a friend or family member,No,No,0,0,0
2313,58,Female,Black or African-American,Never been married,High school incomplete,Employed full-time,2. 10-19.9,1,Yes,No,No,Purchased the book,No,No,1,0,0
2314,56,Female,Black or African-American,Married,Post-graduate training/professional school after college,Retired,7. 100-149.9,1,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
2315,55,Female,Black or African-American,Married,High school graduate,Employed full-time,5. 50-74.9,1,Yes,No,No,Purchased the book,No,No,1,0,0
2316,54,Male,Black or African-American,Never been married,High school graduate,Employed part-time,2. 10-19.9,1,Yes,No,No,Got the book some other way,Yes,No,1,0,0
2317,51,Male,Black or African-American,Married,High school graduate,Employed full-time,Refused,1,No,Yes,Yes,Got the book some other way,Yes,No,0,1,1
2318,50,Male,Black or African-American,Never been married,High school graduate,Employed full-time,2. 10-19.9,1,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
2319,41,Male,Black or African-American,Never been married,High school graduate,Employed full-time,5. 40m-49.9m,1,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0
2320,40,Male,Black or African-American,Never been married,College graduate,Have own business/self-employed,7. 100-149.9,1,No,No,No,Purchased the book,Yes,Yes,0,0,0
2321,34,Female,Black or African-American,Living with a partner,None,Employed full-time,1. <10m,1,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
2322,34,Female,Black or African-American,Never been married,"Some college, no 4-year degree",Not employed for pay,3. 20-29.9,1,Yes,No,No,Got the book some other way,No,No,1,0,0
2323,31,Female,Black or African-American,Living with a partner,High school graduate,Employed full-time,3. 20-29.9,1,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0
2324,30,Male,Black or African-American,Married,College graduate,Employed full-time,6. 75-99.9,1,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0
2325,23,Male,Black or African-American,Never been married,High school graduate,Employed full-time,7. 100-149.9,1,No,No,No,Got the book some other way,Yes,No,0,0,0
2326,20,Male,Black or African-American,Never been married,None,Not employed for pay,2. 10-19.9,1,No,No,Yes,Borrowed the book from a friend or family member,Yes,No,0,0,1
2327,20,Male,Black or African-American,Never been married,"Some college, no 4-year degree",Employed part-time,7. 100-149.9,1,No,Yes,No,Purchased the book,No,No,0,1,0
2328,19,Female,Black or African-American,Never been married,High school graduate,Student,4. 30m-39.9m,1,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
2329,18,Female,Black or African-American,Never been married,High school incomplete,Employed part-time,1. <10m,1,No,No,Yes,Borrowed the book from a library,No,Yes,0,0,1
2330,18,Male,Black or African-American,Living with a partner,High school graduate,Employed full-time,5. 40m-49.9m,1,Yes,No,No,Purchased the book,No,No,1,0,0
2331,17,Male,Black or African-American,Don’t know,High school incomplete,Employed part-time,7. 100-149.9,1,Yes,No,No,Borrowed the book from a library,Yes,No,1,0,0
2332,16,Female,Black or African-American,Never been married,High school incomplete,Not employed for pay,Refused,1,No,No,No,Borrowed the book from a friend or family member,No,No,0,0,0
2333,16,Female,Black or African-American,Single,High school incomplete,Not employed for pay,7. 100-149.9,1,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0
2334,85,Female,White,Widowed,High school graduate,Not employed for pay,5. 50-74.9,1,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
2335,82,Female,White,Widowed,College graduate,Retired,6. 75-99.9,1,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
2336,82,Male,White,Married,"Some college, no 4-year degree",Retired,5. 50-74.9,1,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
2337,82,Female,White,Married,High school graduate,Retired,2. 10-19.9,1,No,No,No,Got the book some other way,Yes,No,0,0,0
2338,81,Female,White,Widowed,High school incomplete,Retired,Refused,1,Yes,No,No,Got the book some other way,No,No,1,0,0
2339,81,Female,White,Married,High school graduate,Retired,7. 100-149.9,1,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0
2340,79,Female,White,Single,"Some college, no 4-year degree",Retired,7. 100-149.9,1,Yes,No,No,Got the book some other way,No,No,1,0,0
2341,77,Female,White,Married,Post-graduate training/professional school after college,Retired,5. 40m-49.9m,1,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
2342,73,Male,White,Married,College graduate,Employed part-time,6. 75-99.9,1,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
2343,72,Female,White,Married,High school graduate,Retired,3. 20-29.9,1,Yes,No,No,Purchased the book,Yes,No,1,0,0
2344,71,Female,White,Widowed,High school graduate,Retired,1. <10m,1,Yes,No,No,Purchased the book,Yes,No,1,0,0
2345,71,Female,White,Married,High school graduate,Retired,3. 20-29.9,1,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0
